gene1,gene2,gene1_id,gene2_id,score
UBE2K,UBA1,597,294,4.98731540445981
LYN,BTK,243,235,4.98329815343846
SCN2A,SCN8A,10,11,4.97237966260915
SCN3A,SCN8A,8,11,4.97237966260915
FGF1,FGFR1,309,47,4.97197626203903
MAP2K1,BRAF,342,40,4.97047754300408
HDAC8,HDAC3,269,267,4.96754457428458
CDK2,E2F1,261,400,4.96625628128164
SMARCD1,ARID1A,625,380,4.96550291413918
JAK2,STAT5B,330,232,4.96414269244197
CEBPA,CEBPB,418,296,4.95595064125359
IMPDH2,ATIC,131,64,4.94053070902304
CHRNA9,CHRNA10,166,148,4.93029027478229
LYVE1,CD44,327,313,4.9300305400224
MAPK3,MAP2K1,201,342,4.92409292840698
CDK6,CDKN1A,349,204,4.92164926302614
CHRNA5,CHRNA9,172,166,4.90586545657798
CHRNA5,CHRNA6,172,173,4.90586545657798
CHRNA5,CHRNB3,172,174,4.90586545657798
CHRNA2,CHRNA7,154,165,4.90586545657798
CHRNA7,CHRNB3,165,174,4.90586545657798
CHRNA5,CHRNA7,172,165,4.90586545657798
CHRNA2,CHRNA9,154,166,4.90586545657798
CHRNA2,CHRNA6,154,173,4.90586545657798
CHRNB3,CHRNA9,174,166,4.90586545657798
CHRNA7,CHRNA9,165,166,4.90586545657798
CHRNA2,CHRNA5,154,172,4.90586545657798
CHRNA9,CHRNA6,166,173,4.90586545657798
LYN,SYK,243,258,4.90372061756586
NCOA2,RXRA,252,118,4.90326191698936
CHRNA3,CHRNA9,171,166,4.90116317824079
CHRNA4,CHRNA5,126,172,4.90116317824079
CHRNA2,CHRNA4,154,126,4.90116317824079
CHRNB4,CHRNA9,170,166,4.90116317824079
CHRNA7,CHRNB4,165,170,4.90116317824079
CHRNA2,CHRNA3,154,171,4.90116317824079
CHRNA4,CHRNA9,126,166,4.90116317824079
CHRNA3,CHRNB3,171,174,4.90116317824079
CHRNA3,CHRNA7,171,165,4.90116317824079
HDAC1,HDAC3,205,267,4.88810260490675
HDAC2,HDAC3,21,267,4.88810260490675
PPARA,RXRA,22,118,4.88517444045197
NCOA2,ESR1,252,31,4.88142763903444
DNMT3A,DNMT3B,248,249,4.88031240280473
CDK4,E2F1,348,400,4.88020382908025
RARB,RXRB,113,105,4.87820272420045
UBE2E3,UBE2K,463,597,4.87798851193512
ALDH1A1,ALDH5A1,108,20,4.87648622648786
ALDH5A1,ALDH1A2,20,110,4.87251425876565
GRIN3A,GRIA4,142,157,4.87122084088998
EGFR,GRB2,25,565,4.86831485579214
ESRRG,RARB,97,113,4.86639776341376
ESRRG,RARG,97,107,4.86639776341376
HIF1A,HSP90AA1,632,290,4.86628428422361
JAK1,TYK2,331,333,4.85657906704553
PSMB1,PSMB5,3,2,4.85286584760152
ESRRG,RARA,97,112,4.84341192634374
JAK3,STAT5B,332,232,4.84091267449561
CACNA1C,CACNA1D,86,169,4.83682073150495
CMPK1,RRM1,51,50,4.8350875562237
NCOA2,PPARG,252,24,4.83444390235623
CYP11B1,CYP19A1,84,192,4.8317593207384
PSMB2,PSMB5,336,2,4.82810669904144
CHRNB2,CHRNB3,159,174,4.81597534321757
CHRNB2,CHRNA9,159,166,4.81597534321757
NR0B1,ESRRG,223,97,4.81386583326771
FLT1,FLT4,49,42,4.8122431688952
MAPK8,MAP2K4,98,566,4.81197305874212
UBE2E3,UBE2Z,463,559,4.80695431830634
BTG3,BTG2,517,389,4.80575672023492
CDK2,CDK6,261,349,4.78861630133126
ESRRA,ESRRB,254,253,4.77599388358563
PIK3CD,PIK3CG,303,262,4.75646171653836
GRIN3A,GRIA3,142,158,4.7485255921052
PIK3CB,PIK3CG,304,262,4.73685613975621
FRS2,FGFR1,425,47,4.73591142003758
UBE2K,UBE2Z,597,559,4.73485175909994
CACNA1A,CACNA1B,88,87,4.73187466582627
PSMB1,PSMB2,3,336,4.72529776308095
GRIN3A,GRIA1,142,152,4.72420722901731
GRIN3A,GRIA2,142,156,4.70613454617659
CYP17A1,CYP19A1,33,192,4.69850816229027
MAP4,MAPT,220,222,4.69704955068016
DRD1,DRD2,215,102,4.68989889301812
HACD3,ELOVL5,374,586,4.68895109649995
CACNG2,CACNB1,186,145,4.68812793989566
FGFR1,FGFR3,47,308,4.67908446856206
MED1,RXRA,535,118,4.66910178191928
PDGFRA,PDGFRB,78,45,4.6570866803931
GABRG3,GABRQ,176,179,4.65201030412939
IMPDH1,ATIC,130,64,4.6384254162133
GLRA1,HTR3E,143,182,4.63217144288885
GLRA2,HTR3E,144,182,4.63217144288885
HTR3C,GLRA1,185,143,4.63217144288885
HTR3C,GLRA2,185,144,4.63217144288885
SYK,BTK,258,235,4.62984200097254
ABL1,BCR,80,75,4.62701432171768
GABRA1,GABRQ,141,179,4.61949332520739
GABRA5,GABRQ,149,179,4.61949332520739
GABRA3,GABRQ,151,179,4.61949332520739
GABRA6,GABRQ,155,179,4.61949332520739
GABRA4,GABRQ,150,179,4.61949332520739
GABRA2,GABRQ,147,179,4.61949332520739
MAP2K1,MAP2K2,342,343,4.61146523771509
HDAC6,HDAC9,268,18,4.61077621476885
GABRB1,GABRQ,167,179,4.6094858273726
GABRB2,GABRQ,135,179,4.6094858273726
GABRB3,GABRQ,136,179,4.6094858273726
HTR1A,HTR1D,73,208,4.60682680926595
PGR,NCOA1,30,251,4.60661189268536
HTR1A,HTR1B,73,74,4.6025977038116
RARG,RXRG,107,106,4.60057079105784
HPGDS,CBR1,122,295,4.59548180049106
E2F1,CCND1,400,200,4.59048542425499
MAP2K2,BRAF,343,40,4.58653274679249
CDH5,CTNND1,55,415,4.5766779386056
PPIF,PPIC,547,576,4.57454733349891
CACNA1C,CACNB1,86,145,4.57026822883674
HTR3D,GLRA1,184,143,4.56178359627184
HTR3D,GLRA2,184,144,4.56178359627184
SCN1B,SCN8A,7,11,4.55595357792313
CACNG2,GRIA1,186,152,4.55300520341662
NME4,RRM1,362,50,4.55289105509843
FGFR1,FGFR4,47,341,4.54898604990924
CDK2,CDK4,261,348,4.53533044824619
MAPK3,MAP2K2,201,343,4.53056348612122
CDKN1A,E2F1,204,400,4.51354211227916
GART,IMPDH2,83,131,4.50760575304662
HSPA8,DNAJB11,242,575,4.49852499415379
KCNJ11,CACNA1D,89,169,4.49630305858861
TBL1XR1,HDAC3,477,267,4.49341966350533
CPLX1,STXBP1,453,544,4.48832896921688
JAK1,JAK2,331,330,4.46186144592981
POLA2,POLA1,138,194,4.44363113262533
MINK1,MAP4K4,397,549,4.43347328698539
HAPLN1,NCAN,319,316,4.43317846381082
IKBKB,PRKCQ,198,264,4.43041148941136
TOP1MT,TOP1,125,124,4.41355615160837
RXRG,VDR,106,0,4.41193015434322
JAK1,STAT5B,331,232,4.41109823529462
JUN,MAPK8,69,98,4.40689134691911
BCL2,BECN1,219,129,4.4042499544491
LCK,PRKCQ,230,264,4.39415763794046
RXRA,VDR,118,0,4.39142413906873
PSMB5,PSMB9,2,335,4.38737161690383
DNMT1,DNMT3A,189,248,4.38507596558695
PPARG,NCOA1,24,251,4.38129013097845
SYK,ZAP70,258,265,4.37901136951187
GART,IMPDH1,83,130,4.37862759650369
DHFR,ATIC,63,64,4.37207575776295
FGF1,FGFR2,309,338,4.36632675865242
PDGFRB,PIK3R1,45,538,4.36108604590334
MAPK14,MAPKAPK2,245,259,4.35768844565554
CDK6,E2F1,349,400,4.35365873305425
BAD,BCL2,358,219,4.3525755688496
HAPLN1,VCAN,319,317,4.3495379736755
MAPK1,MAP2K2,202,343,4.34546332954665
UBC,IKBKG,444,300,4.34078063196536
PPARG,MED1,24,535,4.34053628933839
NME4,CMPK1,362,51,4.33935664314102
CDK2,CCND1,261,200,4.33803132376059
RARA,NCOA1,112,251,4.33379181837885
NCOA1,NR1I2,251,6,4.32950046636757
JAK2,TYK2,330,333,4.32838278660869
IMPDH2,PPAT,131,246,4.32703083098461
MAPK1,MAP2K1,202,342,4.3241180213843
NR3C1,HSP90AA1,36,290,4.3223596754909
RARA,RXRB,112,105,4.31957852353323
GSK3B,MAPT,260,222,4.31914469033822
CDH5,KDR,55,43,4.31208444739976
HDAC2,HDAC8,21,269,4.30605144927769
HDAC1,HDAC8,205,269,4.30605144927769
HSPA2,DNAJB11,291,575,4.30337835204013
VDR,NCOA1,0,251,4.30198328280974
DNAJB6,HSPA8,459,242,4.30137128315171
AKT1,GSK3B,203,260,4.29883519197026
AKT1,MTOR,203,140,4.29696872818964
DDX5,DDX6,396,443,4.29471083833011
SLC29A1,SLC29A2,163,181,4.29194354517165
MAP2,MAP4,221,220,4.28708396716886
MED1,VDR,535,0,4.28274286847348
OBP2A,LCN1,115,114,4.27539665339226
CYP26C1,ALDH1A2,121,110,4.27289841565436
CYP26A1,ALDH1A2,119,110,4.27289841565436
CYP26B1,ALDH1A2,120,110,4.27289841565436
KIT,PIK3R1,46,538,4.26713592194044
AKT1,BAD,203,358,4.2647980505756
FGF1,FGFR4,309,341,4.25954285052642
FGF1,FGFR3,309,308,4.25560527911873
BAD,BCL2L2,358,357,4.25533771929719
GRB2,BCR,565,75,4.24282789411898
HSP90AA1,RAF1,290,41,4.2367071747957
CTDNEP1,CTDSPL2,411,490,4.23590730256655
MRFAP1,MORF4L2,472,474,4.23405941392379
PPIC,RANBP2,576,631,4.23198860453053
NCOA2,AR,252,37,4.23007399388792
CACNA1A,CACNA1D,88,169,4.22976152674315
CDH2,CTNND1,621,415,4.22899676295074
EGFR,SRC,25,228,4.22865268163358
TUBA4A,TUBB1,62,218,4.22825129791344
FRS2,GRB2,425,565,4.22540097349141
CACNG2,GRIA4,186,157,4.21692207522956
TUBA1A,TUBB1,65,218,4.21399070835517
PPIF,RANBP2,547,631,4.21215036636252
PIK3CD,PIK3R1,303,538,4.20888257957864
HDAC2,YY1,21,514,4.19678363741877
CYP26A1,ALDH1A1,119,108,4.19400125498364
ALDH1A1,CYP26C1,108,121,4.19400125491094
ALDH1A1,CYP26B1,108,120,4.19400125491094
PIK3CB,PIK3R1,304,538,4.1871411537116
MED1,MED13,535,528,4.18071018801056
NR3C2,NR1I2,32,6,4.17908778798883
GRB2,KIT,565,46,4.16290382287964
NR3C1,NR3C2,36,32,4.15839375494585
ERBB2,HSP90AA1,247,290,4.15493105810665
NR3C2,RARG,32,107,4.15467679848053
NR3C2,RARB,32,113,4.15467679848053
UBE2K,UBC,597,444,4.14368540305706
MOB4,STRN3,383,493,4.14130751262228
INO80,YY1,598,514,4.14043318594509
NR3C1,NCOA1,36,251,4.13022927198205
L1CAM,EZR,188,506,4.12937094629929
ADRA1B,ADRA1A,94,93,4.12908042461866
ESRRB,NR3C2,253,32,4.12883745966157
PDPK1,MAPK8,263,98,4.12596118733182
KDSR,CBR1,497,295,4.11523248986396
CACNA1A,CACNA1C,88,86,4.11515892723456
HTR2A,HTR2C,101,213,4.10940367650753
PPARA,NCOA1,22,251,4.10154061666665
ESRRG,NR3C2,97,32,4.09534666576154
EIF5,EIF5B,390,523,4.09105425211429
PTK2B,SRC,250,228,4.08999569753155
UBE2Z,UBA1,559,294,4.08930362676508
CDKN1A,MAPK8,204,98,4.08336120162257
DNAJB6,HSPA2,459,291,4.08274991099647
HDAC1,MIER1,205,442,4.07775369832618
YY1,HDAC3,514,267,4.07767648584572
NR3C2,RXRG,32,106,4.07475500195664
NCOA2,VDR,252,0,4.07450553841936
CHRNA5,CHRNA10,172,148,4.07088095337991
CHRNA2,CHRNA10,154,148,4.07088095337991
CHRNA7,CHRNA10,165,148,4.07088095337991
CHRNA3,CHRNA10,171,148,4.07088095337991
CHRNB4,CHRNA10,170,148,4.07088095337991
CHRNA10,CHRNA6,148,173,4.07088095337991
CHRNA4,CHRNA10,126,148,4.07088095337991
CHRNB3,CHRNA10,174,148,4.07088095337991
CLTC,AP2B1,375,475,4.0687143068625
DNMT1,HDAC1,189,205,4.06423313070338
RARG,RXRB,107,105,4.05579808751035
HDAC3,HDAC9,267,18,4.04761680832651
CACNG2,CACNA1B,186,87,4.04694570106498
RAF1,RAP1A,41,602,4.04437413610133
ERBB2,SRC,247,228,4.04377519511088
PARP2,LIG3,351,14,4.02801613166268
VCAN,NCAN,317,316,4.02274962842943
SCN1A,SCN1B,5,7,4.01715946236323
HDAC1,HDAC9,205,18,4.0152798439761
MAP3K2,MAP2K4,516,566,4.01066611188003
SCN1B,SCN5A,7,4,4.00458516019166
PML,RARA,206,112,3.99847590297591
MAPK8,MAP2K1,98,342,3.99460749912394
HSP90AA1,AR,290,37,3.99179070027892
PARP3,PARP1,352,350,3.99103947793919
ALDOA,GPI,409,591,3.99077030838493
CMPK1,TYMS,51,15,3.98596681059967
MED1,RARA,535,112,3.98538016783637
JAK2,JAK3,330,332,3.98234595325972
IMPDH1,PPAT,130,246,3.98122466256147
NCOA2,RARA,252,112,3.97869119350209
ERBB2,GRB2,247,565,3.97860026973991
ESR2,NCOA1,39,251,3.97398364313944
DDR2,DDR1,339,79,3.97077480839994
AHR,HSP90AA1,285,290,3.963181404
NR3C2,VDR,32,0,3.96298632146462
CYP1B1,CYP17A1,255,33,3.96125916302587
CHRNB2,CHRNA10,159,148,3.96086158810778
RAD23B,UBC,525,444,3.9588240978017
PPARD,RXRG,23,106,3.95420983502821
UBE2E3,UBA1,463,294,3.94345701230048
ESR1,MED1,31,535,3.9419516981489
PDGFRB,SRC,45,228,3.93891062401427
ESR1,SRC,31,228,3.93861795380134
GRB2,PIK3R1,565,538,3.93419851911441
DHFR,GART,63,83,3.93193674248698
ADRA1D,ADRA1B,95,94,3.93016777146718
CYP11B1,CYP26A1,84,119,3.92887563920001
PSMB9,PSMB10,335,337,3.92863042248768
NME4,TYMS,362,15,3.9268613727889
MAPK8,MAP2K2,98,343,3.92667478280963
CEBPA,RARA,418,112,3.92577184141074
CACNA1C,CACNA1S,86,168,3.92059375236935
HTR2A,HTR2B,101,104,3.91407499973736
TUBD1,TUBE1,66,68,3.90913641147537
RRM1,TYMS,50,15,3.9091006742128
HTR2B,HTR2C,104,213,3.90541895926186
PIK3R1,SRC,538,228,3.90537478813782
NR0B1,PPARG,223,24,3.90478064966219
RUVBL2,INO80,292,598,3.90396052906741
PPARD,NCOA1,23,251,3.90371065164693
AR,NCOA1,37,251,3.89955167674232
MAPK11,MAPKAPK2,340,259,3.89874640355524
CSK,SRC,237,228,3.89614747454971
RAF1,YWHAG,41,454,3.88475961408674
AKT1,HSP90AA1,203,290,3.88348818382233
CACNA1D,CACNA1S,169,168,3.88274380772731
SCN4A,SCN8A,137,11,3.87957868038465
ABL1,GRB2,80,565,3.87912708230262
NR3C2,RXRA,32,118,3.87375324439569
SH2B3,KIT,310,46,3.87273541689791
HDAC2,MIER1,21,442,3.86838321997136
SCN1B,SCN4A,7,137,3.86806475271616
HTR3C,CHRNA6,185,173,3.86725297896879
CHRNA3,HTR3E,171,182,3.86725297896879
HTR3E,CHRNA9,182,166,3.86725297896879
CHRNA2,HTR3E,154,182,3.86725297896879
CHRNB4,HTR3C,170,185,3.86725297896879
CHRNA5,HTR3C,172,185,3.86725297896879
HTR3E,CHRNA6,182,173,3.86725297896879
CHRNA5,HTR3E,172,182,3.86725297896879
CHRNA2,HTR3C,154,185,3.86725297896879
HTR3E,CHRNA10,182,148,3.86725297896879
CHRNB3,HTR3E,174,182,3.86725297896879
CHRNB3,HTR3C,174,185,3.86725297896879
CHRNA7,HTR3E,165,182,3.86725297896879
CHRNB4,HTR3E,170,182,3.86725297896879
HTR3C,CHRNA9,185,166,3.86725297896879
CHRNA7,HTR3C,165,185,3.86725297896879
CHRNA4,HTR3E,126,182,3.86725297896879
CHRNA3,HTR3C,171,185,3.86725297896879
CHRNA4,HTR3C,126,185,3.86725297896879
HTR3C,CHRNA10,185,148,3.86725297896879
RXRA,NR1I2,118,6,3.85916324735227
H2AX,MACROH2A1,554,487,3.85779824913078
FLT4,VEGFA,42,305,3.85396486954283
FYN,MAPT,234,222,3.85357276141961
CYP11B1,CYP26B1,84,120,3.84891033116085
CYP11B1,CYP26C1,84,121,3.84891033116085
LCK,SYK,230,258,3.84400771390826
BRAF,YWHAG,40,454,3.83238192432173
ABL2,SRC,233,228,3.83183671208103
UBA1,UBE2D3,294,486,3.82775691538787
PARP1,H2AX,350,554,3.82774625236785
CACNB1,CACNG1,145,153,3.82329024922597
CACNG2,CACNG1,186,153,3.82329024922597
CACNG2,CACNA1A,186,88,3.81384240131792
ADRA1B,HTR2C,94,213,3.8100467620127
ATIC,TYMS,64,15,3.80782254380646
EGFR,MAPK8,25,98,3.80751075513577
FYN,SRC,234,228,3.80618163024956
CTNND1,EGFR,415,25,3.79765525473005
GABRB2,HTR3E,135,182,3.79460148129307
HTR3C,GABRB1,185,167,3.79460148129307
HTR3C,GABRB2,185,135,3.79460148129307
GABRB3,HTR3E,136,182,3.79460148129307
GABRB1,HTR3E,167,182,3.79460148129307
HTR3C,GABRB3,185,136,3.79460148129307
KDR,SRC,43,228,3.79445682832422
HAPLN1,HAPLN3,319,320,3.78696607118381
JUN,COP1,69,605,3.78600486167866
RUVBL2,YY1,292,514,3.77650383900812
NCOA2,NR3C1,252,36,3.74978202545591
HDAC6,UBC,268,444,3.74803604556035
SRCAP,RUVBL2,610,292,3.74501069522321
ICAM1,VCAM1,314,162,3.74164874801905
HTR3D,CHRNA10,184,148,3.74099056094234
CHRNA2,HTR3D,154,184,3.74099056094234
CHRNA7,HTR3D,165,184,3.74099056094234
CHRNB3,HTR3D,174,184,3.74099056094234
CHRNA4,HTR3D,126,184,3.74099056094234
HTR3D,CHRNA9,184,166,3.74099056094234
CHRNA5,HTR3D,172,184,3.74099056094234
HTR3D,CHRNA6,184,173,3.74099056094234
CHRNB4,HTR3D,170,184,3.74099056094234
CHRNA3,HTR3D,171,184,3.74099056094234
HDAC7,HDAC3,297,267,3.7309263409445
HTR3C,GABRE,185,177,3.73069725292063
HTR3C,GABRQ,185,179,3.73069725292063
GABRP,HTR3E,178,182,3.73069725292063
GABRD,HTR3E,180,182,3.73069725292063
GABRE,HTR3E,177,182,3.73069725292063
HTR3C,GABRP,185,178,3.73069725292063
HTR3C,GABRD,185,180,3.73069725292063
HTR3E,GABRQ,182,179,3.73069725292063
G3BP1,G3BP2,420,385,3.7306916808279
CHRNB2,HTR3E,159,182,3.7295344673547
CHRNB2,HTR3C,159,185,3.7295344673547
MAPK8,RAF1,98,41,3.7260139814907
PTK2B,FYN,250,234,3.72393372004582
HTR3C,GABRA4,185,150,3.72135742162741
GABRA4,HTR3E,150,182,3.72135742162741
HTR3C,GABRA2,185,147,3.72135742162741
GABRA5,HTR3E,149,182,3.72135742162741
HTR3C,GABRA5,185,149,3.72135742162741
HTR3C,GABRA3,185,151,3.72135742162741
HTR3C,GABRA6,185,155,3.72135742162741
GABRA1,HTR3E,141,182,3.72135742162741
GABRA2,HTR3E,147,182,3.72135742162741
HTR3C,GABRA1,185,141,3.72135742162741
GABRA3,HTR3E,151,182,3.72135742162741
GABRA6,HTR3E,155,182,3.72135742162741
CYP17A1,CYP26A1,33,119,3.71647073831522
KIF3B,KIF23,504,395,3.71098863918298
HTR3C,GABRG3,185,176,3.71013395455821
HTR3C,GABRG1,185,175,3.71013395455821
GABRG3,HTR3E,176,182,3.71013395455821
GABRG1,HTR3E,175,182,3.71013395455821
HAPLN3,NCAN,320,316,3.70710674609278
HTR1B,HTR1D,74,208,3.6994229114693
GADD45A,E2F1,482,400,3.69460595106134
ITK,ZAP70,257,265,3.69168933247482
DRD2,DRD4,102,212,3.6802184780406
TOP2A,TYMS,52,15,3.6764493297183
CACNG2,GRIA3,186,158,3.67555172287382
PPARG,RXRB,24,105,3.66484794727274
PPARD,RXRA,23,118,3.66327364798213
PSMB8,PSMB10,334,337,3.66134511960598
EIF4G1,HNRNPD,618,530,3.65941972685808
HTR3D,GABRB3,184,136,3.65860239917214
HTR3D,GABRB1,184,167,3.65860239917214
HTR3D,GABRB2,184,135,3.65860239917214
GSTP1,MAPK8,354,98,3.65525792351204
KCNJ3,CACNA1A,160,88,3.65431549567915
EIF4G1,EIF5B,618,523,3.65223819270495
CHRM1,ADRA1B,266,94,3.64784753907295
CHRM1,HTR2C,266,213,3.64774369193535
GLRA1,HTR3B,143,183,3.64584719607907
GLRA2,HTR3B,144,183,3.64584719607907
GLRA1,HTR3A,143,146,3.64584719607907
GLRA2,HTR3A,144,146,3.64584719607907
GLRA1,GLRA2,143,144,3.64584719607907
HDAC6,TUBA1A,268,65,3.64402546532396
UBE2E3,UBE2D3,463,486,3.64300567947807
PCBP1,QKI,537,447,3.63594222227758
GABRG1,GABRQ,175,179,3.63226918286394
GABRE,GABRQ,177,179,3.63226918286394
GABRG3,GABRP,176,178,3.63226918286394
GABRD,GABRG3,180,176,3.63226918286394
GABRD,GABRP,180,178,3.63226918286394
GABRG1,GABRG3,175,176,3.63226918286394
GABRE,GABRG1,177,175,3.63226918286394
GABRP,GABRQ,178,179,3.63226918286394
GABRD,GABRG1,180,175,3.63226918286394
GABRE,GABRP,177,178,3.63226918286394
GABRG1,GABRP,175,178,3.63226918286394
GABRD,GABRE,180,177,3.63226918286394
GABRD,GABRQ,180,179,3.63226918286394
GABRE,GABRG3,177,176,3.63226918286394
CCND1,HDAC3,200,267,3.62941195284311
VCAN,CD44,317,313,3.61273896011949
PCBP1,SF1,537,507,3.61259583362175
HDAC2,ZNF217,21,401,3.61035797982783
HCK,ADAM15,275,368,3.60801149010732
RARB,RXRA,113,118,3.60542140533437
TAOK1,MAP4K4,555,549,3.60304355931128
HAPLN3,VCAN,320,317,3.59992429649912
PSME3,PSMB9,515,335,3.59887593791202
KCNJ6,CACNA1B,161,87,3.59865535555831
GADD45A,CCND1,482,200,3.5982138381435
ATP2C1,ATP2A2,225,489,3.59543035029651
AKT1,MAPK8,203,98,3.5944231133454
ABL1,SRC,80,228,3.59365584397524
GNG5,KCNJ3,359,160,3.59192712978355
IRF2BP2,VGLL4,492,545,3.58757141738393
HTR3D,GABRQ,184,179,3.58367903287851
HTR3D,GABRD,184,180,3.58367903287851
HTR3D,GABRP,184,178,3.58367903287851
HTR3D,GABRE,184,177,3.58367903287851
GABRA2,GABRG1,147,175,3.58350938652068
GABRA1,GABRG1,141,175,3.58350938652068
GABRA5,GABRD,149,180,3.58350938652068
GABRA6,GABRE,155,177,3.58350938652068
GABRA1,GABRE,141,177,3.58350938652068
GABRA5,GABRE,149,177,3.58350938652068
GABRA3,GABRP,151,178,3.58350938652068
GABRA6,GABRP,155,178,3.58350938652068
GABRA4,GABRE,150,177,3.58350938652068
GABRA4,GABRD,150,180,3.58350938652068
GABRA6,GABRD,155,180,3.58350938652068
GABRA2,GABRE,147,177,3.58350938652068
GABRA5,GABRG1,149,175,3.58350938652068
GABRA6,GABRG1,155,175,3.58350938652068
GABRA4,GABRG1,150,175,3.58350938652068
GABRA5,GABRP,149,178,3.58350938652068
GABRA1,GABRP,141,178,3.58350938652068
GABRA3,GABRD,151,180,3.58350938652068
GABRA2,GABRD,147,180,3.58350938652068
GABRA3,GABRG1,151,175,3.58350938652068
GABRA4,GABRP,150,178,3.58350938652068
GABRA3,GABRE,151,177,3.58350938652068
GABRA2,GABRP,147,178,3.58350938652068
GABRA1,GABRD,141,180,3.58350938652068
CHRNB2,HTR3D,159,184,3.58231069719397
KCNJ6,CACNA1A,161,88,3.58221259161753
FYN,ZAP70,234,265,3.57514418087682
HTR3D,GABRA6,184,155,3.57269013218988
HTR3D,GABRA5,184,149,3.57269013218988
HTR3D,GABRA3,184,151,3.57269013218988
HTR3D,GABRA4,184,150,3.57269013218988
HTR3D,GABRA2,184,147,3.57269013218988
HTR3D,GABRA1,184,141,3.57269013218988
GABRB1,GABRD,167,180,3.56866121202421
GABRB2,GABRG1,135,175,3.56866121202421
GABRB1,GABRG1,167,175,3.56866121202421
GABRB3,GABRG1,136,175,3.56866121202421
GABRB1,GABRP,167,178,3.56866121202421
GABRB2,GABRP,135,178,3.56866121202421
GABRB3,GABRP,136,178,3.56866121202421
GABRB2,GABRE,135,177,3.56866121202421
GABRB3,GABRE,136,177,3.56866121202421
GABRB1,GABRE,167,177,3.56866121202421
GABRB2,GABRD,135,180,3.56866121202421
GABRB3,GABRD,136,180,3.56866121202421
MED1,NCOA1,535,251,3.56798342912576
LYVE1,STAB2,327,323,3.56270576395855
PSMB1,PSMB8,3,334,3.56197921214753
CEBPA,GRIN3A,418,142,3.56089976272076
HTR3D,GABRG1,184,175,3.55948170564394
HTR3D,GABRG3,184,176,3.55948170564394
EIF4G1,MTOR,618,140,3.55811941544018
RXRB,VDR,105,0,3.54965014886483
NTRK1,MAP2K2,76,343,3.54513343948871
PTK2B,GRB2,250,565,3.54264307442097
RARB,NCOA1,113,251,3.54255679599912
NTRK1,MAP2K1,76,342,3.54061445082742
AHR,ESR1,285,31,3.53991403922171
DAB2,GRB2,403,565,3.53888639244613
ABL2,HCK,233,275,3.53290257261187
G6PD,GSR,377,12,3.52941488257271
HDAC7,HDAC9,297,18,3.52513240119488
DCK,PUDP,195,367,3.52366152785292
EPHA5,EPHB4,238,239,3.52323695375669
EIF4G1,EIF5,618,390,3.5213194403443
ZBTB18,DNMT3A,593,248,3.51846256458019
HTR1A,HTR2A,73,101,3.51539967972767
GNG5,KCNJ6,359,161,3.51228139425247
NLK,MAPK1,363,202,3.51214075850816
NLK,MAPK3,363,201,3.51214075850816
FTL,TF,589,60,3.5115644811694
EIF4G2,EIF5B,408,523,3.50763632072974
TUBB,TUBA1A,29,65,3.50717690176615
SCN1A,SCN3A,5,8,3.50127809009054
HCK,SRC,275,228,3.50004090361079
FRS2,FGFR2,425,338,3.49569181153705
PARP1,MACROH2A1,350,487,3.49254677072045
HSD17B1,CBR1,271,295,3.49119887012249
KIT,LYN,46,243,3.49043246424174
CHORDC1,HSP90AB1,439,301,3.47757180654494
NR3C2,RXRB,32,105,3.46881640258002
RARG,NCOA1,107,251,3.46573592034838
LYN,SRC,243,228,3.46247884327836
NR0B1,AR,223,37,3.46030781925372
CSK,FRK,237,241,3.45799437446758
SRC,ADAM15,228,368,3.45497850970888
NR3C2,RARA,32,112,3.45329570719926
CDK4,HSP90AA1,348,290,3.45148360918145
TOP1,TOP2A,124,52,3.45010310457723
DNAJB6,DNAJB11,459,575,3.44932586293561
MAPK14,MAPK1,245,202,3.44841774806064
JAK3,TYK2,332,333,3.44314941297423
TUBB,AKT1,29,203,3.44118038869552
FYN,PDGFRB,234,45,3.42676705152944
SLC29A2,ARL2,181,496,3.42575356103956
SLC29A1,ARL2,163,496,3.42575356103956
CYP19A1,CYP26A1,192,119,3.42472465088758
RAD23B,ZFAND5,525,617,3.42258307815907
ITK,SRC,257,228,3.41913493705249
CACNA1D,IKBKG,169,300,3.41707666448961
PDGFRA,MAPK8,78,98,3.4150065391361
E2F1,HDAC1,400,205,3.41409653724881
CSNK2B,NOLC1,288,193,3.40741196199523
ESRRA,NCOA1,254,251,3.40579720339493
KCNJ11,CACNA1A,89,88,3.40216799032371
GART,TYMS,83,15,3.40156180144154
ACSL4,HACD3,520,374,3.40101899183675
FYN,LCK,234,230,3.39828112231295
RXRG,NR1I2,106,6,3.39533902357724
YY1,EED,514,510,3.39241492707451
ESRRA,NR3C2,254,32,3.39170346280442
FGR,SYK,240,258,3.38881158109983
HSP90AA1,KCNH2,290,9,3.38877239401313
EZR,CD44,506,313,3.38816609026538
CACNA1S,CACNG1,168,153,3.38529259551266
TUBB,TUBA4A,29,62,3.3848540658567
CDK4,GADD45A,348,482,3.37939343997754
LCK,ADAM15,230,368,3.37546934677734
CACNA1B,CACNB1,87,145,3.37506364723371
PDPK1,PRKCQ,263,264,3.37063811049676
PIK3CA,CACNA1C,302,86,3.3664917108277
PIK3CD,CACNA1C,303,86,3.3664917108277
PIK3CB,CACNA1C,304,86,3.3664917108277
