gene1,gene2,gene1_id,gene2_id,score
GALNT10,BCL2,421,219,1.69607829829977
ABL2,KIT,233,46,1.69606700386627
PDGFRB,RAF1,45,41,1.69597517111983
BIRC5,KCNJ6,274,161,1.6959244952242
CCN2,NCOA1,518,251,1.69589296848867
TUBA4A,TUBG1,62,67,1.69588821943858
ERBB4,HSP90AA1,347,290,1.6957278578156
MAPK11,STK17B,340,283,1.69568887149954
LIMK1,RAF1,346,41,1.69568887149954
HIBCH,TXNRD1,281,199,1.69568887149954
HDAC7,PPARD,297,23,1.69559986105159
SEPTIN3,MAPK6,596,381,1.69556359671526
DYNLL2,KMT2C,509,435,1.69544020325379
SLC29A1,PDPK1,163,263,1.69535521808695
HIBCH,H2AX,281,554,1.69517032108574
ABCC5,DDX6,353,443,1.69513607249805
ITK,MET,257,329,1.6951203243634
EML1,TUBA1A,432,65,1.69509342704432
ZNF622,MACROH2A1,499,487,1.69496637399401
DDX5,ZNF217,396,401,1.69477202166308
POLA1,MAP2K2,194,343,1.69476714989665
MTOR,EIF3F,140,289,1.69466043885752
EGFR,YES1,25,231,1.69452946450546
DYNLL2,HMMR,509,315,1.6942895294187
HDAC1,HIF1A,205,632,1.69425620137129
ACTB,SCN1B,286,7,1.69419018259436
PSME3,FLOT2,515,417,1.69414008750389
ZMYND11,SRRM2,526,629,1.69411644251285
MGA,HDAC1,601,205,1.69409670686669
G3BP1,DDX6,420,443,1.69399782735847
MIER1,EZR,442,506,1.69395431851672
HTR2C,ADAM9,213,405,1.69394731433474
MTPN,PRKAB1,455,26,1.69371300674014
ADRB1,DRD4,70,212,1.69368796259602
PTK6,BTK,306,235,1.69350256144333
PAFAH1B1,TUBA1A,382,65,1.69321053911484
ZDHHC5,PGD,557,139,1.69313241652209
SNX5,VAPB,550,452,1.69305811119891
PIK3R1,RET,538,48,1.69301123130494
ESR1,TBL1XR1,31,477,1.69300549525429
CDH5,TJP1,55,508,1.69296173615058
DDX6,PIM1,443,256,1.6929531453273
ALDOA,FLOT2,409,417,1.69292969706621
LCK,KITLG,230,562,1.69286553568627
UBR5,ZNF207,404,571,1.6926140091975
TLN1,VCAM1,422,162,1.69260167033224
HIF1A,HSP90AB1,632,301,1.69253711168449
EGFR,HDAC7,25,297,1.69251341109976
HSPA8,BRAF,242,40,1.69243582868533
CHRM1,HTR2B,266,104,1.69240928892133
FLT1,YES1,49,231,1.69240405174462
CHRNA7,FYN,165,234,1.69233950050154
ADRA1B,HRH1,94,103,1.69225505255491
HTR7,TUBB1,216,218,1.6922550524442
MARCKS,SSRP1,473,628,1.69216833088169
CSNK2A1,PDGFRA,287,78,1.69209701670257
G3BP1,MOB4,420,383,1.69205016951829
SRCAP,FTL,610,589,1.6920341401268
FRS2,FGFR4,425,341,1.69197543088919
A2M,C1QBP,59,318,1.69179124368282
NCOA2,ESRRB,252,253,1.69173284230744
HDAC6,CCT5,268,464,1.6917315027366
ITGAL,ITK,82,257,1.69172723797676
LASP1,API5,541,371,1.69167302032025
TOP1,HDAC9,124,18,1.69158798942071
PRKAB1,FSCN1,26,480,1.69145911944312
PUDP,HDAC3,367,267,1.69144765849255
EPHB4,PDGFRA,239,78,1.69134063545076
HSP90AB1,MAP2K2,301,343,1.69125689845153
PARP1,RARA,350,112,1.69117367748673
EBP,HTR3A,96,146,1.69106075505278
FLT3,IKBKB,44,198,1.69101316396699
HSPA2,TXLNG,291,600,1.69098911582509
HNRNPU,ITGAL,370,82,1.6909420757081
JAK3,TUBB1,332,218,1.69092413464276
GABRB1,HSPA8,167,242,1.69086973404339
HSP90AA1,NEK11,290,345,1.69073715305363
AP2B1,GRIA1,475,152,1.69064409879323
PDGFRA,GALNT10,78,421,1.69059153229633
CSNK2A1,HSP90AA1,287,290,1.69049290199556
RAD21,TMSB4X,552,378,1.69048766924799
SIN3A,NDRG4,456,462,1.69038953586749
MYO10,SYK,419,258,1.69030637145482
CDK4,FNIP1,348,366,1.69030338387183
CHRM1,HTR2A,266,101,1.69026570590564
GIPC1,STRN3,612,493,1.69021984885798
CHRNB2,POM121,159,551,1.69016849718643
TNPO1,MAPKAPK2,387,259,1.69013323352665
PARP2,STXBP1,351,544,1.68994915556542
FAM43A,TUBA1A,585,65,1.68988237382885
FYN,PIK3R1,234,538,1.68985424430887
JAK1,PIK3CD,331,303,1.68979096225342
CPEB4,PUM1,623,539,1.68967440098112
EGFR,ATP2A2,25,489,1.68966270705891
CDK2,TOP1MT,261,125,1.68959814665001
BECN1,SNX4,129,546,1.68956955417743
ERBB4,ABL1,347,80,1.6895670818249
HIBCH,C1QBP,281,318,1.6895398973415
HSPA2,IRF2BP2,291,492,1.68941037250933
HACD3,OGT,374,627,1.68934523587127
ZDHHC5,ANXA11,557,412,1.68933850255684
TAOK1,RAF1,555,41,1.68930921012523
ACTB,MTSS2,286,574,1.68927361121981
SIK1,VIM,344,413,1.68914358774272
FTL,ZNF622,589,499,1.68913058618625
HCK,HSP90AB1,275,301,1.68886394953498
JAK2,PIK3CD,330,303,1.68859738703751
RXRA,TXNRD1,118,199,1.68855972414694
LYN,KITLG,243,562,1.68848297257054
PGD,PPARG,139,24,1.6883666335396
MED1,NR1I2,535,6,1.68836485908918
H2AX,ELOVL5,554,586,1.68821502798987
ESR2,SCN1A,39,5,1.68813678337253
OSBPL8,CD44,511,313,1.68811190090093
BRPF3,RCN2,570,440,1.68808904679769
HSP90AA1,PPARD,290,23,1.68804824244195
FPGS,PUDP,16,367,1.68804533184813
ADRA1B,HTR2B,94,104,1.68801439557442
DDX5,HDAC3,396,267,1.68796891883084
DNAJB6,ESRRB,459,253,1.68795630117178
ETS1,RAD23B,437,525,1.68795493326946
PARP1,E2F1,350,400,1.68793560008892
CHRM1,ADRA1A,266,93,1.6878895894675
NRBP1,PDPK1,502,263,1.68784230206084
SIN3A,TXNRD1,456,199,1.68772296651627
NCOA2,HMGCR,252,81,1.68762860074545
HSPA8,WNK1,242,430,1.68757848669856
MED1,TXNRD1,535,199,1.68748559826356
MET,PTK6,329,306,1.68739106184114
E2F1,ARID4B,400,379,1.68724640456258
SRC,TLN1,228,422,1.68717824920481
CCN2,HDAC3,518,267,1.68709342262864
ABL2,MET,233,329,1.68693370924378
LIMK1,BAD,346,358,1.6869049137723
CSNK2A1,BTK,287,235,1.68689964646017
PAFAH1B1,TAOK1,382,555,1.68687329618243
HSP90AB1,IMPDH2,301,131,1.68683098337237
ZCCHC3,PUM1,467,539,1.68679368288851
NR3C1,IRF2BP2,36,492,1.68676006757838
LYN,TTYH3,243,465,1.6867355599587
PHB2,C1QBP,312,318,1.68672846723824
ICAM1,MSN,314,426,1.68667458407956
DRD2,KCNJ6,102,161,1.6866635122747
HDAC6,EGFR,268,25,1.68665224327247
ZDHHC5,ATIC,557,64,1.68661511302453
TUBA1A,TNFSF11,65,54,1.68660193793489
JAK1,RAF1,331,41,1.68641416214008
DNAJB6,MRFAP1,459,472,1.6863630218154
SLC29A1,RAB5A,163,446,1.68634973458611
DDR1,NOLC1,79,193,1.68630684854176
ETS1,EIF5B,437,523,1.68609945411654
PNN,API5,534,371,1.68586727494114
ESRRB,ANXA2,253,373,1.68585404981141
ADRA1B,HTR2A,94,101,1.68582695029785
UBR5,ZNF622,404,499,1.6858094906813
ADRA1A,HRH1,93,103,1.68578531892825
MED1,RARG,535,107,1.68575727160612
ZDHHC5,TXNRD1,557,199,1.68572876311401
CYP19A1,H2AX,192,554,1.68560560515855
BIRC5,TAOK1,274,555,1.68559462463518
HSP90AB1,BTK,301,235,1.68556908009879
YES1,ADAM15,231,368,1.68556710901542
HMMR,JAK2,315,330,1.68556710898386
TXNRD1,NCOA1,199,251,1.6854975678877
ABL1,JAK1,80,331,1.68533024447798
PDPK1,PIK3CD,263,303,1.68528824240894
PRKAB1,PTP4A1,26,469,1.68508188593257
A2M,MRFAP1,59,472,1.68500859489639
TOP2A,VCAM1,52,162,1.68489125158712
HDAC2,MORF4L2,21,474,1.6847110067567
EZR,ZNF622,506,499,1.68468769481249
CDK2,IMPDH2,261,131,1.68462173319439
PSME3,UBE2Z,515,559,1.68454878617999
ERBB4,FGR,347,240,1.68454070778146
ARID4B,RANBP2,379,631,1.6845253242422
GIPC1,DRD3,612,207,1.68448051002569
IRF2BP2,TCF4,492,614,1.68419966326309
JAK2,RAF1,330,41,1.68418438156989
FRK,HSP90AA1,241,290,1.68414661296538
RXRA,UBE2Z,118,559,1.68411043492406
FRS2,PIK3CB,425,304,1.6840970577501
MAPK1,BCL2,202,219,1.68396206064815
HSP90AA1,SRC,290,228,1.68391869973078
GSK3B,LTA4H,260,272,1.68388566303842
PHB2,ESRRB,312,253,1.68380844724759
SEC61A1,PSMB8,434,334,1.68371495582369
VCAM1,CAPZB,162,592,1.68356564257714
DNAJB6,TUBA1A,459,65,1.68312104574953
ABL1,JAK2,80,330,1.68309100028057
ERBB4,ITK,347,257,1.68290669099103
ERBB2,PDGFRB,247,45,1.68276285339492
MAPK3,TTYH3,201,465,1.68267530112947
MAPK3,TEK,201,307,1.68267530112947
KITLG,PIK3CA,562,302,1.68257330123137
MAPK6,SLC20A1,381,457,1.68254631099037
HABP4,MORF4L2,326,474,1.68250493841893
CORO1C,BTK,533,235,1.68234206523365
CHRM1,ADRA1D,266,95,1.68225715673361
HDAC6,MAPK3,268,201,1.68213290738499
PTK2B,TLN1,250,422,1.68212933251093
CSK,DDR1,237,79,1.68207747311557
SRC,CD44,228,313,1.68204103969217
GADD45A,DNMT1,482,189,1.68199366102738
GRB2,ARHGAP12,565,393,1.68197273161682
NOS2,RCN2,224,440,1.68195838345567
SRSF1,SRSF7,563,584,1.68191204380499
GIPC1,BCR,612,75,1.68188148060305
SIN3A,IRF2BP2,456,492,1.68184404899822
PML,HDAC3,206,267,1.6817287034671
ZDHHC5,ZNF207,557,571,1.68144475843375
ADRA1A,HTR2B,93,104,1.68141585274708
SF1,ARHGAP12,507,393,1.68137617092967
CSK,ZAP70,237,265,1.6813595118257
DNAJB6,EIF4G2,459,408,1.68128042218471
FGFR2,STAT5B,338,232,1.68118718009619
UBR5,UBE2D3,404,486,1.68117156247804
DNMT3A,MACROH2A1,248,487,1.68110414379597
KIT,ZAP70,46,265,1.68108473936642
ACADSB,C1QBP,17,318,1.68104813315002
APP,STXBP1,491,544,1.6809704140038
EIF5,PUM1,390,539,1.68096566454337
ALK,JAK2,328,330,1.68095580404729
WIPI2,UBA1,500,294,1.68086173594736
ERBB4,PGR,347,30,1.68078033697535
PIK3CA,TEK,302,307,1.68077782242723
CDK4,PGD,348,139,1.68040647965908
ESRRB,VAPB,253,452,1.68039819807441
CDH5,PIK3CB,55,304,1.68031712280881
GSPT1,UBR5,588,404,1.68023469785839
ADRA1D,HRH1,95,103,1.6800977317082
AP2B1,L1CAM,475,188,1.68002078322783
PAFAH1B1,HDAC8,382,269,1.67999919711093
MED1,RXRG,535,106,1.67999786565799
TLN1,DDR1,422,79,1.67991293890495
FLT3,ABL1,44,80,1.67983282235344
CDH5,POM121,55,551,1.67960674263993
GPRC5A,KIF23,109,395,1.67958366476372
PIK3CD,SYK,303,258,1.67921968122044
ADRA1A,HTR2A,93,101,1.67916109257277
MIER1,RAD21,442,552,1.67912411633289
JAK3,KIT,332,46,1.67896690454406
HTR7,SLC25A3,216,461,1.67873841936475
BIRC5,HDAC8,274,269,1.67867961762944
PPIF,BCL2,547,219,1.67867317459466
MAPK3,PTGS2,201,56,1.67839561862542
PSMB2,VCAM1,336,162,1.67836014613731
HDAC1,EED,205,510,1.67834153019092
PDGFRA,ADAM9,78,405,1.67824078302481
OGDH,PPAT,19,246,1.67802929176785
ABL2,SF1,233,507,1.67797922529114
RXRA,HDAC3,118,267,1.67776436701056
FGF1,PIK3CB,309,304,1.67749829777397
ABL2,PDGFRB,233,45,1.67737717138417
CEBPA,MED13,418,528,1.67729138567256
ESRRA,RXRA,254,118,1.67725982242434
MAPK1,RARA,202,112,1.67722230709786
HIF1A,MAPK1,632,202,1.67714412129291
SEC61A1,PSMB9,434,335,1.67712781492582
HSPA8,SLC6A4,242,92,1.67693197944031
FYN,JAK2,234,330,1.67693115821061
GALNT10,TUBA4A,421,62,1.67690437134411
AR,SMARCD1,37,625,1.67686669226846
CSK,RAP1A,237,602,1.6768461292994
HNRNPA2B1,ARID4B,392,379,1.6767662291091
PARP1,CTDSPL2,350,490,1.67676341637108
NOS2,ATP2A2,224,489,1.67671860875828
ADRA2A,ADRA2C,209,210,1.67666058178288
MBNL1,TF,543,60,1.6765093363603
FLT3,FYN,44,234,1.6764380477676
PPARA,TBL1XR1,22,477,1.67635345193244
OSBPL8,BAD,511,358,1.67634162155453
TXNRD1,HDAC3,199,267,1.67625998632838
HCK,IMPDH2,275,131,1.676204422
ESRRA,MED1,254,535,1.67612867203153
ETS1,JUN,437,69,1.67599768744193
FGFR2,U2SURP,338,402,1.67598852942492
STXBP1,EIF5B,544,523,1.67586072978424
ABL2,GRB2,233,565,1.67575992215756
