miRNAid,miRNAname,miRNA_id,geneID,Gene_Name,gene_id
MIMAT0000093,HSA-MIR-93-5P,561,ENSG00000054267,ARID4B,379
MIMAT0000093,HSA-MIR-93-5P,561,ENSG00000165322,ARHGAP12,393
MIMAT0000093,HSA-MIR-93-5P,561,ENSG00000165322,ARHGAP12,393
MIMAT0000093,HSA-MIR-93-5P,561,ENSG00000110321,EIF4G2,408
MIMAT0000093,HSA-MIR-93-5P,561,ENSG00000158636,EMSY,394
MIMAT0000093,HSA-MIR-93-5P,561,ENSG00000158636,EMSY,394
MIMAT0000093,HSA-MIR-93-5P,561,ENSG00000100644,HIF1A,632
MIMAT0000093,HSA-MIR-93-5P,561,ENSG00000137807,KIF23,395
MIMAT0000093,HSA-MIR-93-5P,561,ENSG00000108654,DDX5,396
MIMAT0000093,HSA-MIR-93-5P,561,ENSG00000141503,MINK1,397
MIMAT0000093,HSA-MIR-93-5P,561,ENSG00000167470,MIDN,633
MIMAT0000093,HSA-MIR-93-5P,561,ENSG00000130164,LDLR,398
MIMAT0000093,HSA-MIR-93-5P,561,ENSG00000272333,KMT2B,399
MIMAT0000093,HSA-MIR-93-5P,561,ENSG00000101412,E2F1,400
MIMAT0000093,HSA-MIR-93-5P,561,ENSG00000101412,E2F1,400
MIMAT0000093,HSA-MIR-93-5P,561,ENSG00000171940,ZNF217,401
MIMAT0000093,HSA-MIR-93-5P,561,ENSG00000163714,U2SURP,402
MIMAT0000093,HSA-MIR-93-5P,561,ENSG00000153071,DAB2,403
MIMAT0000093,HSA-MIR-93-5P,561,ENSG00000168615,ADAM9,405
MIMAT0000093,HSA-MIR-93-5P,561,ENSG00000167106,FAM102A,406
MIMAT0000095,HSA-MIR-96-5P,571,ENSG00000166225,FRS2,425
MIMAT0000095,HSA-MIR-96-5P,571,ENSG00000166225,FRS2,425
MIMAT0000096,HSA-MIR-98-5P,572,ENSG00000174021,GNG5,359
MIMAT0000096,HSA-MIR-98-5P,572,ENSG00000072121,ZFYVE26,360
MIMAT0000096,HSA-MIR-98-5P,572,ENSG00000128989,ARPP19,361
MIMAT0000096,HSA-MIR-98-5P,572,ENSG00000103202,NME4,362
MIMAT0000096,HSA-MIR-98-5P,572,ENSG00000087095,NLK,363
MIMAT0000096,HSA-MIR-98-5P,572,ENSG00000138074,SLC5A6,364
MIMAT0000096,HSA-MIR-98-5P,572,ENSG00000082153,BZW1,365
MIMAT0000096,HSA-MIR-98-5P,572,ENSG00000082153,BZW1,365
MIMAT0000096,HSA-MIR-98-5P,572,ENSG00000217128,FNIP1,366
MIMAT0000096,HSA-MIR-98-5P,572,ENSG00000130021,PUDP,367
